age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa
35 - 44 Years,Some College,White,Male,"<= $75,000, Above Poverty",Not Married,Rent,Employed,mlyzmhmf,"MSA, Principle City"
45 - 54 Years,College Graduate,Other or Multiple,Male,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,"MSA, Principle City"
55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City"
18 - 34 Years,< 12 Years,Hispanic,Female,Below Poverty,Not Married,Rent,Employed,lrircsnp,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Male,"> $75,000",Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City"
18 - 34 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City"
35 - 44 Years,< 12 Years,White,Male,"<= $75,000, Above Poverty",Married,Rent,Employed,mlyzmhmf,"MSA, Principle City"
18 - 34 Years,College Graduate,White,Male,"> $75,000",Married,Rent,Employed,fpwskwrf,"MSA, Principle City"
35 - 44 Years,< 12 Years,Hispanic,Female,"<= $75,000, Above Poverty",Not Married,Rent,Unemployed,kbazzjca,"MSA, Principle City"
35 - 44 Years,Some College,White,Male,"> $75,000",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
35 - 44 Years,Some College,White,Female,"> $75,000",Married,Own,Employed,qufhixun,"MSA, Principle City"
65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City"
35 - 44 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,mlyzmhmf,"MSA, Not Principle  City"
45 - 54 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,kbazzjca,Non-MSA
35 - 44 Years,College Graduate,White,Male,"> $75,000",Not Married,Rent,Employed,bhuqouqj,"MSA, Not Principle  City"
35 - 44 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,kbazzjca,Non-MSA
45 - 54 Years,Some College,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,lrircsnp,"MSA, Not Principle  City"
35 - 44 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,bhuqouqj,Non-MSA
55 - 64 Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City"
55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,fpwskwrf,Non-MSA
45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Rent,Employed,kbazzjca,"MSA, Principle City"
45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,kbazzjca,"MSA, Not Principle  City"
18 - 34 Years,College Graduate,White,Male,"> $75,000",Not Married,Rent,Employed,lzgpxyit,"MSA, Not Principle  City"
45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,kbazzjca,Non-MSA
45 - 54 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,fpwskwrf,"MSA, Not Principle  City"
55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
55 - 64 Years,College Graduate,White,Male,"> $75,000",Not Married,Rent,Employed,fpwskwrf,Non-MSA
45 - 54 Years,< 12 Years,Other or Multiple,Male,"<= $75,000, Above Poverty",Married,Own,Employed,mlyzmhmf,"MSA, Principle City"
35 - 44 Years,College Graduate,Black,Male,Below Poverty,Not Married,Rent,Employed,qufhixun,Non-MSA
45 - 54 Years,Some College,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City"
55 - 64 Years,Some College,White,Female,"> $75,000",Married,Own,Employed,oxchjgsf,"MSA, Principle City"
65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lzgpxyit,Non-MSA
45 - 54 Years,College Graduate,Black,Female,"<= $75,000, Above Poverty",Married,Own,Employed,bhuqouqj,"MSA, Principle City"
55 - 64 Years,Some College,Hispanic,Female,Below Poverty,Not Married,Rent,Not in Labor Force,kbazzjca,"MSA, Principle City"
65+ Years,Some College,Hispanic,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,mlyzmhmf,"MSA, Not Principle  City"
65+ Years,12 Years,Black,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,lzgpxyit,Non-MSA
35 - 44 Years,Some College,Black,Female,"> $75,000",Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City"
35 - 44 Years,Some College,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,oxchjgsf,Non-MSA
65+ Years,College Graduate,White,Female,"> $75,000",Married,Own,Not in Labor Force,bhuqouqj,"MSA, Not Principle  City"
18 - 34 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Employed,fpwskwrf,Non-MSA
35 - 44 Years,College Graduate,Hispanic,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,kbazzjca,"MSA, Principle City"
45 - 54 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,mlyzmhmf,Non-MSA
55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City"
65+ Years,College Graduate,White,Female,"> $75,000",Married,Own,Not in Labor Force,atmpeygn,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Principle City"
35 - 44 Years,Some College,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,fpwskwrf,Non-MSA
55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,kbazzjca,"MSA, Principle City"
65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lrircsnp,"MSA, Not Principle  City"
35 - 44 Years,< 12 Years,Black,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,fpwskwrf,"MSA, Principle City"
65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lzgpxyit,Non-MSA
65+ Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Principle City"
65+ Years,< 12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,lzgpxyit,"MSA, Principle City"
45 - 54 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Rent,Employed,lzgpxyit,Non-MSA
55 - 64 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,kbazzjca,Non-MSA
18 - 34 Years,Some College,White,Male,"> $75,000",Not Married,Own,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City"
55 - 64 Years,College Graduate,White,Male,"> $75,000",Not Married,Own,Employed,lzgpxyit,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
45 - 54 Years,< 12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,bhuqouqj,"MSA, Not Principle  City"
65+ Years,Some College,White,Female,"> $75,000",Married,Own,Not in Labor Force,mlyzmhmf,"MSA, Not Principle  City"
18 - 34 Years,Some College,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,lzgpxyit,"MSA, Principle City"
45 - 54 Years,Some College,Hispanic,Female,Below Poverty,Married,Own,Employed,bhuqouqj,"MSA, Principle City"
55 - 64 Years,Some College,Black,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City"
18 - 34 Years,12 Years,White,Male,"> $75,000",Not Married,Own,Unemployed,bhuqouqj,"MSA, Not Principle  City"
55 - 64 Years,College Graduate,White,Female,"> $75,000",Not Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City"
65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,bhuqouqj,Non-MSA
18 - 34 Years,12 Years,White,Male,Below Poverty,Not Married,Rent,Unemployed,lzgpxyit,"MSA, Not Principle  City"
18 - 34 Years,College Graduate,Other or Multiple,Female,"> $75,000",Married,Rent,Employed,fpwskwrf,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Male,"> $75,000",Not Married,Own,Not in Labor Force,fpwskwrf,"MSA, Principle City"
65+ Years,Some College,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,bhuqouqj,Non-MSA
55 - 64 Years,College Graduate,Black,Female,"> $75,000",Not Married,Own,Employed,fpwskwrf,"MSA, Principle City"
18 - 34 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Own,Employed,qufhixun,"MSA, Not Principle  City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,lzgpxyit,"MSA, Not Principle  City"
55 - 64 Years,12 Years,White,Female,"> $75,000",Married,Own,Employed,mlyzmhmf,"MSA, Not Principle  City"
35 - 44 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,lzgpxyit,Non-MSA
45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,oxchjgsf,"MSA, Principle City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City"
55 - 64 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Principle City"
45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,qufhixun,"MSA, Principle City"
18 - 34 Years,Some College,Other or Multiple,Female,Below Poverty,Not Married,Rent,Unemployed,mlyzmhmf,"MSA, Not Principle  City"
55 - 64 Years,College Graduate,White,Female,"> $75,000",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,bhuqouqj,Non-MSA
55 - 64 Years,College Graduate,White,Male,"> $75,000",Not Married,Own,Employed,bhuqouqj,"MSA, Principle City"
45 - 54 Years,12 Years,Black,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,kbazzjca,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,bhuqouqj,Non-MSA
55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
35 - 44 Years,12 Years,White,Female,"> $75,000",Married,Own,Employed,qufhixun,"MSA, Not Principle  City"
55 - 64 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,bhuqouqj,Non-MSA
65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,lrircsnp,"MSA, Principle City"
55 - 64 Years,College Graduate,Other or Multiple,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,mlyzmhmf,"MSA, Principle City"
35 - 44 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
45 - 54 Years,Some College,White,Female,"> $75,000",Married,Own,Not in Labor Force,atmpeygn,"MSA, Principle City"
65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,oxchjgsf,"MSA, Not Principle  City"
18 - 34 Years,Some College,Other or Multiple,Female,"<= $75,000, Above Poverty",Married,Rent,Employed,lzgpxyit,Non-MSA
45 - 54 Years,Some College,Black,Male,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
65+ Years,< 12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City"
45 - 54 Years,Some College,White,Female,Below Poverty,Not Married,Own,Not in Labor Force,lrircsnp,"MSA, Not Principle  City"
65+ Years,College Graduate,Other or Multiple,Male,"<= $75,000, Above Poverty",Married,Own,Employed,atmpeygn,Non-MSA
45 - 54 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,lrircsnp,Non-MSA
18 - 34 Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Principle City"
35 - 44 Years,College Graduate,Other or Multiple,Male,Below Poverty,Married,Rent,Unemployed,mlyzmhmf,"MSA, Principle City"
45 - 54 Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,oxchjgsf,"MSA, Principle City"
45 - 54 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,qufhixun,Non-MSA
65+ Years,Some College,Other or Multiple,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,mlyzmhmf,Non-MSA
18 - 34 Years,College Graduate,Black,Female,"<= $75,000, Above Poverty",Married,Own,Employed,oxchjgsf,"MSA, Principle City"
45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,atmpeygn,Non-MSA
35 - 44 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,atmpeygn,"MSA, Not Principle  City"
35 - 44 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
18 - 34 Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,oxchjgsf,"MSA, Principle City"
35 - 44 Years,College Graduate,White,Female,"> $75,000",Not Married,Rent,Employed,fpwskwrf,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Unemployed,dqpwygqj,"MSA, Not Principle  City"
55 - 64 Years,12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,lrircsnp,Non-MSA
55 - 64 Years,Some College,Hispanic,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City"
18 - 34 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Rent,Not in Labor Force,lrircsnp,Non-MSA
45 - 54 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City"
45 - 54 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Rent,Employed,mlyzmhmf,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Male,"> $75,000",Married,Rent,Employed,qufhixun,"MSA, Not Principle  City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,oxchjgsf,"MSA, Principle City"
65+ Years,12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,oxchjgsf,Non-MSA
55 - 64 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City"
55 - 64 Years,Some College,White,Female,"> $75,000",Married,Own,Not in Labor Force,mlyzmhmf,"MSA, Principle City"
45 - 54 Years,College Graduate,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
45 - 54 Years,Some College,Hispanic,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,kbazzjca,"MSA, Principle City"
45 - 54 Years,College Graduate,White,Male,"> $75,000",Married,Own,Employed,bhuqouqj,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Unemployed,dqpwygqj,"MSA, Not Principle  City"
35 - 44 Years,Some College,White,Male,"> $75,000",Not Married,Own,Unemployed,qufhixun,"MSA, Not Principle  City"
45 - 54 Years,< 12 Years,Black,Male,"<= $75,000, Above Poverty",Not Married,Rent,Unemployed,lrircsnp,"MSA, Principle City"
45 - 54 Years,Some College,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Employed,bhuqouqj,Non-MSA
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,bhuqouqj,"MSA, Not Principle  City"
18 - 34 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,lzgpxyit,"MSA, Principle City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,bhuqouqj,Non-MSA
18 - 34 Years,Some College,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,lrircsnp,"MSA, Not Principle  City"
65+ Years,12 Years,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,kbazzjca,"MSA, Not Principle  City"
55 - 64 Years,Some College,White,Female,"> $75,000",Married,Own,Employed,lzgpxyit,"MSA, Not Principle  City"
18 - 34 Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Married,Rent,Employed,bhuqouqj,Non-MSA
35 - 44 Years,< 12 Years,Hispanic,Female,Below Poverty,Not Married,Own,Employed,oxchjgsf,Non-MSA
45 - 54 Years,12 Years,White,Female,"> $75,000",Married,Own,Employed,qufhixun,Non-MSA
65+ Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Rent,Not in Labor Force,kbazzjca,"MSA, Not Principle  City"
65+ Years,College Graduate,White,Male,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,qufhixun,"MSA, Not Principle  City"
55 - 64 Years,12 Years,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,bhuqouqj,"MSA, Not Principle  City"
65+ Years,Some College,White,Female,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,atmpeygn,Non-MSA
45 - 54 Years,Some College,White,Male,"<= $75,000, Above Poverty",Married,Own,Unemployed,kbazzjca,"MSA, Principle City"
45 - 54 Years,< 12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,kbazzjca,Non-MSA
18 - 34 Years,College Graduate,Other or Multiple,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,kbazzjca,"MSA, Principle City"
55 - 64 Years,College Graduate,White,Male,"> $75,000",Not Married,Own,Employed,bhuqouqj,Non-MSA
65+ Years,< 12 Years,White,Male,"<= $75,000, Above Poverty",Married,Own,Not in Labor Force,atmpeygn,Non-MSA
55 - 64 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Not in Labor Force,fpwskwrf,"MSA, Principle City"
45 - 54 Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Employed,atmpeygn,"MSA, Principle City"
45 - 54 Years,< 12 Years,White,Female,Below Poverty,Married,Own,Not in Labor Force,fpwskwrf,"MSA, Not Principle  City"
65+ Years,12 Years,White,Female,"<= $75,000, Above Poverty",Not Married,Rent,Not in Labor Force,kbazzjca,"MSA, Not Principle  City"
35 - 44 Years,Some College,White,Female,"<= $75,000, Above Poverty",Not Married,Own,Employed,atmpeygn,Non-MSA
65+ Years,College Graduate,White,Female,"<= $75,000, Above Poverty",Married,Own,Employed,fpwskwrf,"MSA, Principle City"
